Date,Block,Primary Type,Description,Location Description,Ward,Community Area,Year,Location
05/01/2015 10:00:00 PM,013XX N LAWNDALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,23.0,2015,"(41.905338767, -87.719081687)"
05/01/2015 02:30:00 AM,013XX N RIDGEWAY AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,26.0,23.0,2015,"(41.905219036, -87.720298774)"
05/01/2015 11:00:00 PM,020XX W JACKSON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,2.0,28.0,2015,"(41.877482909, -87.677084446)"
05/02/2015 08:00:00 AM,034XX W PIERCE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,26.0,23.0,2015,"(41.909117907, -87.713016823)"
05/01/2015 09:00:00 PM,043XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,38.0,2015,"(41.816030113, -87.623015946)"
05/01/2015 09:30:00 PM,028XX S CHRISTIANA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22.0,30.0,2015,"(41.840232328, -87.708570521)"
05/01/2015 09:00:00 PM,030XX W MADISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,27.0,2015,"(41.881013689, -87.70235674)"
05/01/2015 07:30:00 PM,005XX E PERSHING RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4.0,35.0,2015,"(41.823879333, -87.613415811)"
05/02/2015 12:30:00 AM,069XX S PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13.0,65.0,2015,"(41.766447321, -87.722453757)"
05/01/2015 06:00:00 PM,026XX W WARREN BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,27.0,2015,"(41.882024481, -87.693100188)"
05/02/2015 11:00:00 AM,113XX S WENTWORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34.0,49.0,2015,"(41.687642431, -87.627761633)"
05/02/2015 06:00:00 AM,019XX W LAKE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27.0,28.0,2015,"(41.885042531, -87.675031352)"
04/30/2015 07:00:00 PM,013XX N WOLCOTT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1.0,24.0,2015,"(41.906862317, -87.673179817)"
05/02/2015 11:00:00 AM,028XX N CAMPBELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,1.0,21.0,2015,"(41.932681486, -87.690366722)"
05/01/2015 07:00:00 PM,038XX N PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30.0,16.0,2015,"(41.951017395, -87.727532286)"
05/02/2015 06:30:00 PM,058XX W CHICAGO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29.0,25.0,2015,"(41.894783048, -87.770203617)"
05/02/2015 03:30:00 PM,076XX S OGLESBY AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,7.0,43.0,2015,"(41.756391664, -87.567540464)"
05/02/2015 03:00:00 PM,029XX N SEELEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1.0,5.0,2015,"(41.935460056, -87.679441649)"
05/02/2015 12:00:00 AM,076XX S SANGAMON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17.0,71.0,2015,"(41.755499029, -87.647806657)"
05/02/2015 02:30:00 PM,045XX S ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,14.0,58.0,2015,"(41.811121928, -87.711256114)"
05/02/2015 09:33:00 PM,051XX S INGLESIDE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4.0,41.0,2015,"(41.801715891, -87.602873859)"
05/03/2015 12:01:00 AM,010XX W GARFIELD BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16.0,68.0,2015,"(41.793869498, -87.650529693)"
05/02/2015 10:00:00 AM,019XX W CULLERTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,25.0,31.0,2015,"(41.854947678, -87.674308606)"
05/02/2015 07:00:00 PM,047XX W MONROE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,25.0,2015,"(41.879266129, -87.74376892)"
05/03/2015 01:45:00 AM,078XX S EAST END AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,8.0,43.0,2015,"(41.752582473, -87.583333407)"
05/02/2015 11:20:00 PM,077XX S LAFLIN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,17.0,71.0,2015,"(41.753488378, -87.661904791)"
05/01/2015 10:30:00 PM,035XX W NORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,23.0,2015,"(41.910007254, -87.715601921)"
05/03/2015 03:00:00 AM,023XX W 69TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17.0,66.0,2015,"(41.768354862, -87.681548297)"
05/02/2015 05:00:00 AM,033XX N HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,44.0,6.0,2015,"(41.94338853, -87.649370444)"
05/03/2015 02:00:00 AM,083XX S THROOP ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21.0,71.0,2015,"(41.742481694, -87.655951493)"
05/02/2015 10:00:00 PM,007XX E 84TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,44.0,2015,"(41.742077997, -87.606503532)"
05/02/2015 10:30:00 PM,035XX W 12TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,29.0,2015,"(41.865152478, -87.714055095)"
05/03/2015 12:01:00 AM,047XX W 51ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,23.0,56.0,2015,"(41.800337934, -87.742112727)"
05/03/2015 12:01:00 AM,007XX W 107TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34.0,49.0,2015,"(41.699655561, -87.641043513)"
05/02/2015 09:00:00 PM,066XX S SEELEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15.0,67.0,2015,"(41.772922176, -87.674950969)"
05/02/2015 06:00:00 PM,031XX W 59TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,14.0,63.0,2015,"(41.786276523, -87.701449502)"
05/03/2015 03:30:00 AM,070XX S CHAPPEL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5.0,43.0,2015,"(41.767320242, -87.575108357)"
05/01/2015 12:00:00 PM,009XX S MAYFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29.0,25.0,2015,"(41.869873231, -87.771832159)"
05/03/2015 02:00:00 AM,068XX S HONORE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17.0,67.0,2015,"(41.769809219, -87.670019317)"
05/01/2015 09:00:00 PM,005XX E 43RD ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,4.0,38.0,2015,"(41.816713778, -87.612498246)"
05/03/2015 04:00:00 AM,042XX N GREENVIEW AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47.0,6.0,2015,"(41.958649565, -87.667660112)"
05/02/2015 10:00:00 PM,086XX S DANTE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,45.0,2015,"(41.73791589, -87.589084309)"
05/03/2015 03:00:00 AM,029XX N CENTRAL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31.0,19.0,2015,"(41.933669003, -87.76632985)"
04/27/2015 02:30:00 PM,050XX S WASHINGTON PARK CT,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,38.0,2015,"(41.802769243, -87.614987199)"
05/03/2015 04:00:00 PM,027XX N MEADE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29.0,19.0,2015,"(41.929789775, -87.778351883)"
04/30/2015 01:00:00 PM,085XX S WABASH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,44.0,2015,"(41.739574903, -87.622690299)"
05/02/2015 06:00:00 PM,095XX S CHAPPEL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,7.0,51.0,2015,"(41.72126418, -87.57410058)"
05/03/2015 03:00:00 PM,007XX N LOREL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37.0,25.0,2015,"(41.893946946, -87.759298803)"
05/03/2015 04:00:00 PM,044XX N KIMBALL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,33.0,14.0,2015,"(41.961585413, -87.713151617)"
05/03/2015 03:00:00 PM,027XX E 76TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),7.0,43.0,2015,"(41.757614258, -87.557520236)"
05/02/2015 10:00:00 PM,050XX W QUINCY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,25.0,2015,"(41.877615866, -87.751109637)"
05/01/2015 02:30:00 AM,089XX S JEFFERY BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),8.0,48.0,2015,"(41.73254228, -87.575609102)"
04/30/2015 06:41:00 AM,087XX S RACINE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,21.0,71.0,2015,"(41.73538584, -87.65332215)"
05/03/2015 02:00:00 AM,039XX W BELMONT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),31.0,21.0,2015,"(41.939128945, -87.724325863)"
04/29/2015 01:00:00 PM,029XX N NATCHEZ AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,36.0,19.0,2015,"(41.933758577, -87.788225751)"
05/03/2015 03:00:00 PM,046XX S KEDVALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,57.0,2015,"(41.809122063, -87.727304789)"
05/03/2015 08:45:00 PM,020XX N RICHMOND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35.0,22.0,2015,"(41.917822919, -87.700002821)"
05/03/2015 07:30:00 PM,029XX S WELLS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11.0,34.0,2015,"(41.840572683, -87.632943029)"
05/03/2015 05:30:00 PM,033XX N CENTRAL PARK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35.0,21.0,2015,"(41.941477105, -87.717470552)"
05/04/2015 12:30:00 AM,005XX W VAN BUREN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,28.0,2015,"(41.876744768, -87.641559043)"
05/03/2015 09:30:00 PM,084XX S MUSKEGON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7.0,46.0,2015,"(41.742205517, -87.555159121)"
05/02/2015 06:00:00 PM,019XX W LAKE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27.0,28.0,2015,"(41.885037758, -87.675156261)"
05/03/2015 05:00:00 PM,073XX S DORCHESTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5.0,43.0,2015,"(41.761451589, -87.590868641)"
05/03/2015 10:00:00 PM,093XX S DR MARTIN LUTHER KING JR DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,49.0,2015,"(41.724546436, -87.614210743)"
05/02/2015 08:00:00 PM,057XX S CLAREMONT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16.0,63.0,2015,"(41.789598428, -87.682513895)"
05/03/2015 09:30:00 PM,058XX S FRANCISCO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16.0,63.0,2015,"(41.787396627, -87.696062978)"
05/04/2015 09:00:00 AM,020XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,28.0,2015,"(41.883131037, -87.677647265)"
05/01/2015 06:00:00 PM,016XX W 35TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11.0,59.0,2015,"(41.830495372, -87.666068825)"
05/03/2015 09:00:00 PM,020XX W JACKSON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,2.0,28.0,2015,"(41.877470199, -87.678222877)"
05/03/2015 10:30:00 PM,021XX E 68TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5.0,43.0,2015,"(41.771666551, -87.573348869)"
05/04/2015 06:00:00 AM,036XX S HAMILTON AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE,11.0,59.0,2015,"(41.827769886, -87.678872929)"
04/27/2015 01:00:00 PM,101XX S VINCENNES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21.0,73.0,2015,"(41.710108362, -87.654789884)"
04/29/2015 08:30:00 PM,058XX S TRUMBULL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,63.0,2015,"(41.787346918, -87.709505941)"
04/30/2015 08:00:00 PM,012XX W GRANVILLE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,48.0,77.0,2015,"(41.994533807, -87.662191356)"
05/02/2015 10:00:00 PM,025XX E 75TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7.0,43.0,2015,"(41.759038683, -87.562432733)"
05/04/2015 06:30:00 PM,065XX S KARLOV AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13.0,65.0,2015,"(41.774279814, -87.725088653)"
04/19/2015 05:00:00 PM,006XX E 71ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,69.0,2015,"(41.765820061, -87.608852831)"
05/04/2015 03:30:00 PM,003XX W KINZIE ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,42.0,8.0,2015,"(41.889128169, -87.637246027)"
05/04/2015 07:47:00 PM,001XX S PAULINA ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2.0,28.0,2015,"(41.879770527, -87.669257887)"
05/04/2015 10:09:00 PM,095XX S GREENWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),8.0,50.0,2015,"(41.721491258, -87.597189696)"
05/05/2015 02:00:00 AM,025XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,HOSPITAL BUILDING/GROUNDS,2.0,33.0,2015,"(41.846801978, -87.623527134)"
05/05/2015 12:00:00 AM,017XX N NEWLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,36.0,25.0,2015,"(41.911342717, -87.798523385)"
03/21/2015 03:50:00 PM,005XX W OHARE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT VENDING ESTABLISHMENT,41.0,76.0,2015,"(41.981958501, -87.884022635)"
05/05/2015 06:30:00 AM,0000X W 95TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,21.0,49.0,2015,"(41.721627204, -87.624485177)"
05/04/2015 11:00:00 PM,016XX N NORDICA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),36.0,25.0,2015,"(41.909572981, -87.802134797)"
05/04/2015 08:00:00 PM,067XX S MARSHFIELD AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,15.0,67.0,2015,"(41.771183646, -87.665202866)"
05/05/2015 03:12:00 AM,079XX S VINCENNES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),17.0,44.0,2015,"(41.750538141, -87.634278086)"
04/29/2015 10:00:00 PM,070XX N RIDGE BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,49.0,1.0,2015,"(42.009508229, -87.682094741)"
05/04/2015 10:30:00 PM,006XX N ARMOUR ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27.0,24.0,2015,"(41.893635093, -87.665584661)"
05/04/2015 07:00:00 PM,068XX S CAMPBELL AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,15.0,66.0,2015,"(41.769366942, -87.685816005)"
05/05/2015 08:17:00 AM,056XX S GREEN ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,20.0,68.0,2015,"(41.792013925, -87.646313936)"
05/04/2015 05:00:00 PM,005XX N MAY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27.0,24.0,2015,"(41.891516859, -87.655800498)"
05/04/2015 10:00:00 PM,0000X E 44TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,38.0,2015,"(41.814710568, -87.62397696)"
05/02/2015 07:45:00 AM,032XX W PIERCE AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,26.0,23.0,2015,"(41.909182648, -87.707751697)"
04/29/2015 04:00:00 PM,011XX N ROCKWELL ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,24.0,2015,"(41.901749003, -87.691922403)"
05/04/2015 11:00:00 PM,004XX E 66TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20.0,42.0,2015,"(41.774800587, -87.614723805)"
05/04/2015 10:00:00 PM,017XX S JEFFERSON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25.0,31.0,2015,"(41.858283429, -87.641886526)"
05/05/2015 08:00:00 AM,022XX S BLUE ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25.0,31.0,2015,"(41.850930053, -87.669537924)"
05/04/2015 09:30:00 PM,080XX S EBERHART AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,44.0,2015,"(41.748707187, -87.612435017)"
05/05/2015 11:00:00 AM,003XX W ILLINOIS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,42.0,8.0,2015,"(41.890738235, -87.637566435)"
05/04/2015 05:45:00 PM,052XX N CALIFORNIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,40.0,4.0,2015,"(41.976046505, -87.698929798)"
05/05/2015 07:40:00 AM,054XX S LAKE PARK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4.0,41.0,2015,"(41.796561025, -87.587327991)"
05/05/2015 01:00:00 AM,064XX S HERMITAGE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15.0,67.0,2015,"(41.777057939, -87.66782556)"
05/04/2015 08:45:00 PM,046XX N BEACON ST,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,46.0,3.0,2015,"(41.965875304, -87.663926268)"
05/02/2015 08:00:00 PM,0000X W 26TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,33.0,2015,"(41.845564705, -87.62849179)"
05/04/2015 10:00:00 PM,0000X E 29TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,35.0,2015,"(41.841981523, -87.624611656)"
04/29/2015 08:00:00 AM,009XX W LELAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,46.0,3.0,2015,"(41.96730099, -87.653431625)"
05/05/2015 07:45:00 AM,014XX E 66TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,5.0,42.0,2015,"(41.774211175, -87.590655513)"
05/02/2015 08:30:00 PM,027XX S MILLARD AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,22.0,30.0,2015,"(41.841666247, -87.715936732)"
05/05/2015 06:19:00 PM,011XX S KILBOURN AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,24.0,29.0,2015,"(41.86716432, -87.73745525)"
05/05/2015 07:00:00 PM,012XX S LOOMIS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,28.0,2015,"(41.865642135, -87.6615366)"
05/05/2015 05:00:00 PM,078XX S DOBSON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,69.0,2015,"(41.752273036, -87.599157899)"
05/04/2015 09:00:00 PM,023XX W 24TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25.0,31.0,2015,"(41.84842216, -87.684002728)"
05/05/2015 10:00:00 PM,118XX S PEORIA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),34.0,53.0,2015,"(41.679104167, -87.644393666)"
05/05/2015 06:00:00 PM,054XX W HIRSCH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37.0,25.0,2015,"(41.905806023, -87.761742039)"
05/06/2015 12:01:00 AM,018XX N NATCHEZ AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,36.0,25.0,2015,"(41.913674411, -87.788407702)"
05/05/2015 04:00:00 PM,071XX N RIDGE BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,49.0,1.0,2015,"(42.011798696, -87.682899299)"
05/06/2015 05:35:00 AM,098XX S SEELEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,19.0,72.0,2015,"(41.715131884, -87.67340941)"
05/06/2015 04:00:00 AM,063XX S KILBOURN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13.0,65.0,2015,"(41.77806113, -87.734955513)"
05/06/2015 06:10:00 AM,015XX W 74TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17.0,67.0,2015,"(41.759466302, -87.662516877)"
05/06/2015 08:30:00 AM,010XX W HUBBARD ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,27.0,24.0,2015,"(41.890029428, -87.653006633)"
04/03/2015 12:01:00 AM,002XX S CANAL ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2.0,28.0,2015,"(41.878840427, -87.639582928)"
05/06/2015 04:00:00 AM,077XX N PAULINA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,49.0,1.0,2015,"(42.021514626, -87.67307347)"
05/05/2015 11:00:00 PM,060XX S PRAIRIE AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,20.0,40.0,2015,"(41.784692785, -87.618969317)"
05/06/2015 11:00:00 AM,046XX S DREXEL BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4.0,39.0,2015,"(41.810647211, -87.604397372)"
05/02/2015 07:00:00 PM,017XX N ELSTON AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,32.0,24.0,2015,"(41.913533972, -87.664245693)"
05/06/2015 09:00:00 AM,026XX E 75TH ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),7.0,43.0,2015,"(41.759430386, -87.559466569)"
05/04/2015 11:00:00 PM,053XX S MARSHFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16.0,61.0,2015,"(41.797112893, -87.665879791)"
05/05/2015 05:00:00 PM,017XX N KIMBALL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,23.0,2015,"(41.912667672, -87.711766372)"
05/05/2015 02:30:00 PM,017XX W 85TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18.0,71.0,2015,"(41.739391417, -87.666239679)"
05/06/2015 11:45:00 AM,041XX N CAMPBELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47.0,5.0,2015,"(41.956287916, -87.690978755)"
05/06/2015 03:00:00 PM,013XX S CLINTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2.0,28.0,2015,"(41.865397377, -87.640660777)"
05/04/2015 06:00:00 PM,043XX S ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,58.0,2015,"(41.814783559, -87.711396764)"
05/06/2015 12:30:00 AM,029XX S STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,35.0,2015,"(41.841350479, -87.626860911)"
05/06/2015 08:00:00 PM,014XX W AUGUSTA BLVD,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,27.0,24.0,2015,"(41.899772426, -87.66343801)"
05/06/2015 07:00:00 PM,115XX S CHURCH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34.0,75.0,2015,"(41.684163432, -87.669351145)"
05/05/2015 08:30:00 PM,005XX W DELAWARE PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27.0,8.0,2015,"(41.899340808, -87.642009448)"
05/06/2015 11:34:00 PM,008XX N MENARD AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,29.0,25.0,2015,"(41.895958056, -87.770299812)"
05/06/2015 08:00:00 AM,029XX N SPAULDING AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,35.0,21.0,2015,"(41.935160444, -87.709941933)"
05/06/2015 10:00:00 PM,033XX N DRAKE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35.0,21.0,2015,"(41.941451325, -87.716246821)"
05/06/2015 04:30:00 PM,031XX N RIDGEWAY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35.0,21.0,2015,"(41.937874536, -87.720658716)"
05/06/2015 07:00:00 AM,009XX W AGATITE AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,46.0,3.0,2015,"(41.962705368, -87.653123833)"
05/06/2015 10:30:00 PM,025XX W HADDON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,24.0,2015,"(41.902055143, -87.690233271)"
05/06/2015 06:30:00 AM,077XX S GREENWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,69.0,2015,"(41.754274383, -87.597987977)"
05/07/2015 01:00:00 AM,113XX S FOREST AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),9.0,49.0,2015,"(41.688451308, -87.61568193)"
04/27/2015 08:00:00 PM,040XX W ROOSEVELT RD,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,24.0,29.0,2015,"(41.866147972, -87.726784885)"
05/07/2015 03:00:00 AM,052XX S KOSTNER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,23.0,57.0,2015,"(41.797741714, -87.733092806)"
05/07/2015 07:00:00 AM,031XX W MONROE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,27.0,2015,"(41.879669223, -87.704396949)"
05/06/2015 04:30:00 PM,044XX W ANN LURIE PL,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",OTHER,14.0,57.0,2015,"(41.816199824, -87.734681337)"
05/06/2015 02:00:00 PM,056XX N ARTESIAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,40.0,2.0,2015,"(41.98419486, -87.690690955)"
05/06/2015 07:00:00 PM,013XX N WASHTENAW AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,26.0,24.0,2015,"(41.905981217, -87.694491954)"
05/07/2015 02:00:00 PM,024XX W ARTHINGTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,28.0,2015,"(41.870244772, -87.686972478)"
05/06/2015 11:00:00 PM,068XX W ARCHER AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,23.0,56.0,2015,"(41.792123914, -87.793318202)"
